review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
95,5,배송이빨라서좋네요.,psg2****,21.03.29.,0,협탁,침실가구
,,,,,,,
96,4,색상도 사진이랑 똑같고 조립도 쉬운데 마감이 조금 아쉽네요 ㅎㅎ,ghln****,21.02.27.,0,협탁,침실가구
,,,,,,,
97,5,좋은데 생각보다 작네요 많이 파세요,ssam****,21.03.04.,0,협탁,침실가구
,,,,,,,
98,5,빠른배송과 간편조립.마감은 조금 아쉽.,gisu****,21.03.25.,0,협탁,침실가구
,,,,,,,
99,5,침대 옆에 두고 사용하려고 구매했어요~,ks06****,21.03.03.,0,협탁,침실가구
,,,,,,,
100,5,좋           아            요,seo2****,21.03.10.,0,협탁,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,5,"사이즈: 이미 줄자로 나와 있는 사이즈를 체크하고 구매했기에 적당한 사이즈로 잘 샀습니다.
일반적인 협탁 생각하면 조금 작다고 느낄 수 있지만 저는 만족합니다!

디자인: 화면과 같습니다. 나무 프레임에 나사로 고정하는 형식이고 가격대비 괜찮아요.

색상: 집을 화이트 톤으로 하는데 아주 그냥 찰떡입니다. 이뻐요 :)

서비스: 처음 배송온 상품에서 한개의 나무가 금이가고 나사 구멍이 작게 뚫려서 온 겁니다.
나사 구멍이야 제가 더 뚫으면 되지만 나무에 금이가 문의하였더니 바로 다음날 해당 부품이 오더군요! 보통은 이거 하나 주기 싫어서 이 핑계 저핑계 되는 곳이 많은데! 아주 만족합니다.

고민하고 있다면 구매하세요!
가성비 굳이에요:)

*위에 노트북있으니 크기 체감하고 구매하세요",du21****,21.03.22.,1,협탁,침실가구
,,,,,,,
2,4,"제주도까지 흠집하나 없이 빠른 배송 감사합니다. ^^
조립도 쉽네요. 특히 가성비 너무 좋습니다. 
그런데 볼트가 두꺼운데 반해 목재 강도가 가벼워서 자칫 볼트를 조이다가 목재가 갈라질 수 있습니다. 특히 유리부분 최종조립시 주의해서 조이시길 당부합니다. 
저같은 경우는 유리부분 이음새를 살짝 갈아주고 조립했음에도 나무갈라짐 현상이 발생했어요. ㅠㅠ",ditt****,21.04.05.,1,협탁,침실가구
,,,,,,,
3,3,배송빠르고 가격도 마음에 듭니다 그런데 조립상품 많이 사봤지만 아구가 안맞아서 억어지로 맞추려 했더니ㅜ 속상합니다?볼때마다?ㅜ,eden****,21.03.28.,1,협탁,침실가구
,,,,,,,
4,5,벌써 세개째 구입이에요~ 아무대나 놓기 좋아요,gpal****,21.04.05.,1,협탁,침실가구
,,,,,,,
5,4,공간 수납하기 좋구요  설치도 간편해서 금방했어요,qmff****,21.03.29.,1,협탁,침실가구
,,,,,,,
6,5,너무예뻐요~~맘에쏙~,qkdd****,21.04.07.,1,협탁,침실가구
,,,,,,,
7,5,생각보다 공간에잘어울려요,dusd****,21.04.03.,1,협탁,침실가구
,,,,,,,
8,5,전체적으로 아주 맘에들어요 조립도 쉬워서 초등 4학년이 혼자 했어요 튼튼해 보이고 예쁩니다,smin****,21.03.13.,1,협탁,침실가구
,,,,,,,
9,5,화면이랑 똑같이 넘 앙증맞고 이뽀용,eunj****,21.03.28.,1,협탁,침실가구
,,,,,,,
10,3,"조립이 생각만큼 잘 안되네요 .... 조힙하다보면 이음새가 막 힘이 가해져서 금이 가요 ㅠㅠ 싼맛에 그냥 씁니다 
가격이 비싸도 좀 좋은 제품이었으면 좋겠네요....",pi19****,21.04.01.,1,협탁,침실가구
,,,,,,,
11,4,가격대비 맘에 들어요.,ljsm****,21.03.26.,1,협탁,침실가구
,,,,,,,
12,5,생각보다 조금 작긴한데 가격대비 사용할 만 합니다,mira****,21.03.20.,1,협탁,침실가구
,,,,,,,
13,4,"깔끔하고 이쁘네요~
다만 다리한쪽에 나사가 꽉 안쪼여지고 겉도네요ㅡㅡ 제꺼가 잘못걸린거겠죠 ..ㅎ
요것만 살짝 아쉽네요",youn****,21.03.20.,1,협탁,침실가구
,,,,,,,
14,5,침대옆 협탁이 필요해서 구매했어요.스탠드놓으니 넘 이뻐요,sgoo****,21.02.25.,1,협탁,침실가구
,,,,,,,
15,3,실용성있고 좋아요여자혼지 무리없이  조립할수있어요,dlwk****,21.02.21.,1,협탁,침실가구
,,,,,,,
16,5,너무 앙증맞고 튼튼해요,vivi****,21.03.20.,1,협탁,침실가구
,,,,,,,
17,4,좋아요좋아요좋아요좋아요,hway****,21.04.05.,1,협탁,침실가구
,,,,,,,
18,4,잘받았습니다  잘받았습니다,godd****,21.03.23.,1,협탁,침실가구
,,,,,,,
19,3,제가 못하는건지 잘 안맞네요  남자가해야하나..,eg18****,21.02.18.,1,협탁,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,5,"침대 옆에 두고 나이트스탠드 두려고 샀어요
아무래도 자기 전에 읽었던 책이나 물컵 등을 두려면 협탁이 필요할것 같아서요.
딸이 요긴하게 썼으면 좋겠네요^^
아주 연한 핑크가 감돌아서 딸아이 방이 너무 예뻐요",ewws****,21.03.08.,2,협탁,침실가구
,,,,,,,
2,5,이뻐요~~  협탁은 고민했는데 역시 세트로 있으니 예쁘네요 잘쓸게요,ppo1****,21.03.24.,2,협탁,침실가구
,,,,,,,
3,5,"생각보다 커서 은근히 들어가는게많고 
실용적인거같아요ㅎㅎ",gusw****,21.03.23.,2,협탁,침실가구
,,,,,,,
4,4,디자인은 예쁜데 페인트 냄새 빼는데 한참 걸려요~,0yun****,21.03.23.,2,협탁,침실가구
,,,,,,,
5,5,침대랑 세트로 구매했어요 ~!,j_92****,21.03.25.,2,협탁,침실가구
,,,,,,,
6,5,"이사날 맞춰서 받았는데 아이들이 너무 좋아해요
색깔도 고급스럽고 만져보면 자재나 마감 정말 좋아요 
기사님이 먼저 설치해놓고 가셔서 사진도 보내주시고 정말 맘에 들어요^^
좋은 제품 감사합니다",vivi****,21.02.19.,2,협탁,침실가구
,,,,,,,
7,3,이쁘고 생각보다 수납도 좋아요~ 다만 냄새가 너무 나서 걱정입니다.. 일주일째 냄새가 빠지질 않아요ㅠㅠ,dmsa****,21.02.03.,2,협탁,침실가구
,,,,,,,
8,5,"두아이 침대사이에 딱이네요ㅎㅎ
수납도되고 좋아요. 조명올려두기딱이예요",gusw****,21.02.10.,2,협탁,침실가구
,,,,,,,
9,5,"애들 방 분리하면서 사용하던 협탁 추가 구매입니다. 
가구가 아주 단단하고 도색이 꼼꼼 합니다. 침대랑 협탁 두셋트 사용중인데 매우 만족입니다. 특히 색상은 제가본 베이비 핑크중 최고입니다^^",pigl****,21.01.26.,2,협탁,침실가구
,,,,,,,
10,5,"색상이 과하지도 않고 너무 사랑스러운 느낌이예요
예쁩니다",ahdh****,21.02.07.,2,협탁,침실가구
,,,,,,,
11,5,침대랑 같이 구매해서 잘 사용하고있어요,psy4****,21.02.01.,2,협탁,침실가구
,,,,,,,
12,5,침대와 같이 구매했는데 같은 핑크는 아니지만 잘 어울려서 좋아요!,goje****,21.02.11.,2,협탁,침실가구
,,,,,,,
13,5,너무 맘에들어요~침대만사서 고민하다가 샀는데 너무 잘산고 같아요,coau****,21.01.12.,2,협탁,침실가구
,,,,,,,
14,5,"오프라인 매장에서 실물 보았는데 예뻐서 결국 샀습니다.여러번 도장처리해서인지 매끄럽고 예뻐요.
서럽도 약간 냄새는 나지만 부드럽게 잘열리고 공간도 넉넉합니다",ezia****,20.11.20.,2,협탁,침실가구
,,,,,,,
15,5,아이도 좋아하고 배송해주시는 분도 넘 친절하시고 다음에 화장대 사러 올게요,psy4****,20.12.18.,2,협탁,침실가구
,,,,,,,
16,5,아이들 잘때 찍어서 어둡지만 깔끔하고 이뻐요. 잘샀네요,doha****,20.12.11.,2,협탁,침실가구
,,,,,,,
17,5,아이들이 많이 좋아하네요~,bled****,21.01.06.,2,협탁,침실가구
,,,,,,,
18,5,딸이 너무 좋아해요~~~~,hjmh****,20.12.12.,2,협탁,침실가구
,,,,,,,
19,4,딸이좋아합니다. 마음에들어요,cool****,20.12.03.,2,협탁,침실가구
,,,,,,,
20,5,"설치 친절하게 잘 해주셨어요
실제로보니 더 예쁘네요",heyg****,20.10.27.,2,협탁,침실가구
,,,,,,,
21,4,예쁘네요~^^침대랑세트라더잘어울려요,twos****,20.10.06.,2,협탁,침실가구
,,,,,,,
22,3,"너무 예뻐요
베이비핑크랑 고민했는데
안젤리나화이트로 하길 잘한것 같아요!",soul****,20.09.29.,2,협탁,침실가구
,,,,,,,
23,5,깔끔하고이뻐요 침대옆에두니 좋네요,pian****,20.09.02.,2,협탁,침실가구
,,,,,,,
24,5,"27개월인데 첫침대를 장만해주었어요~ 오프라인으로 다니기 귀찮아서 그냥 검색해서 주문했는데 평도 좋고 사진으로 봐도 이쁘고~ 이쁜거 위주로 찾다보니 ㅠ 받아보니 튼튼하고 너무 이쁘네요~~ 
세트로 협탁도 같이 주문했어요 ㅠ 핑크가 끌렷는데 방 분위기로는 화이트가 어울릴러 같아 화이트 주문햤네요
단점이라면 도정때문에 냄새가 너무 나요 ㅠㅠ 삼일 밤낮으로 공청기틀고 창문열어놧네요~",myou****,20.07.20.,2,협탁,침실가구
,,,,,,,
25,5,침대와 세트로 구입하길 잘한거 같아요. 협탁이 깔끔한 디자인에 정말 예뻐요. 원목이라 튼튼하네요.,pros****,20.08.06.,2,협탁,침실가구
,,,,,,,
26,4,"침대랑 세트라 잘 어울리고 예뻐요~
잘보이는곳에 페인트 불량인 부분이 있어서 속상했지만ㅜ 침대살때 주셨던 메니큐어 있어서 그냥 바르고 쓰려구요~~",pear****,20.07.28.,2,협탁,침실가구
,,,,,,,
