review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
13,5,기존 메트리스가 낡아서 교체했는데 가성비 최고네요~넘 푹신하지도 딱딱하지도 않은게 딱 좋네요~꿀잠 잘꺼 같아요^^,pron****,21.03.19.,1,매트리스,침실가구
,,,,,,,
14,5,허리 디스크 땜에 이리뒤척 저리뒤척 힘들었는데 적당한 쿠션감과 꺼지지 않는 매트리스 덕에 허리 아픔이 많이 좋아 졌네여...배송두 빠르구 설치두 빠르게 잘해주구 가셨어여..추천여..,rodw****,21.04.06.,1,매트리스,침실가구
,,,,,,,
15,5,푹신함과 옆에서 움직여도 흔들림이 거의없어요,ran1****,21.04.01.,1,매트리스,침실가구
,,,,,,,
16,5,생각보다 일찍받아서 놀랬구요 2~3주 걸릴줄 알았는데 1주만에 받았다는.. 배송기사님 친절하시고 부모님 바꿔드렸는데 너무 좋아하시네요. 가격대비 만족합니다.,taey****,21.04.01.,1,매트리스,침실가구
,,,,,,,
17,5,굉장히높고 넓고 단단한데푹신? 한느낌이에여 허리예민하신뷴들께좋을듯^_^,kbh7****,21.03.19.,1,매트리스,침실가구
,,,,,,,
18,5,"좋은것같슴니다
사진은 안에어케생겼나 보려고 찍은사진밖에없네요..ㅎㅎ",doub****,21.03.26.,1,매트리스,침실가구
,,,,,,,
19,5,"배송도 빨랐구요
기사님도 친절했구요
상품도 좋아요
엘베없는 4층 빌라라
기사님께서 퀸사이즈랑 슈퍼싱글이었는데
기사님 혼자 옮길 수가 없어서
저랑 같이 올렸어요
여잔데 기사님이 워낙 진두지휘를 잘하셔서
잘 옮길 수 있었어요
감사합니다",jbla****,21.03.22.,1,매트리스,침실가구
,,,,,,,
20,5,이번에 12월달에 주문이 많아서 그런지 아기다리고 기다리던 매트리스 드디어 받았습니다~!!! 정말 보자마자 진짜 고급이다!! 딱 느껴졌습니다 다 설치하고 누웠는데 바로 잠들었습니다^^!! 원래 불면증도 있고 누으면 핸드폰 하면서 시간가는줄 모르게 늦게 자고 허리도 아프고 그랬는데 매트리스 바꾸고 나서 침대에 누으면 바로 잠이 듭니다 정말 완전 혁명이예요!! 적당히 부드럽고 단단하기도 하여 저랑 딱맞아요! 그리고 허리도 하나도 안아파요~~!! 진짜 너무 잘바꾼거 같아요 ㅠㅠ 감동 ㅠㅠ 꼭사세요 진짜 추천이예요!!! 후회없어요 ㅠㅠ 감사합니다~~^^,seun****,21.01.29.,1,매트리스,침실가구
,,,,,,,
21,4,가격대비 만족합니다. 아기가 장난쳐서 매트리스에 화장품이 묻었네여 혹시 매트리스 커버가 탈 부착해서 세척이 가능한지 궁금하네요,gree****,21.03.08.,1,매트리스,침실가구
,,,,,,,
22,5,"후기보고 샀는데   너무 좋아요%~~
매트리스 힘도 있고 께끗하고  저렴하게 잘 사서 만족합니다",djsl****,21.03.31.,1,매트리스,침실가구
,,,,,,,
23,5,오히려 네이버 배송상황으로 보이는 것보다 훨씬 빨리 도착해서 깜짝놀랐네요 ㅋㅋㅋ 이제야 저번주에 온거 같은데 이제 구매확정 누를수 있습니다 저는 사용해도 여전히 허리는 아프지만 그래도 엄청 푹신하지 않고 적당한 쿠션감이 있는 이 정도가 좋다고 생각해요 위에만 라텍스 있고 아래는 없어서 매트 재배치하실때 좌우만 하시면 될거 같아요,poet****,21.03.11.,1,매트리스,침실가구
,,,,,,,
24,5,"튼튼하고 단단하고 두껍고 푹신하고 

별 5개 입니다

편안하게 숙면하세요",khm0****,21.03.17.,1,매트리스,침실가구
,,,,,,,
25,5,가성비 좋은 매트리스입니다.,kbh7****,21.03.22.,1,매트리스,침실가구
,,,,,,,
26,5,좋네요~~~~~^^,nexy****,21.03.29.,1,매트리스,침실가구
,,,,,,,
27,5,리뷰가 좋아 구매했습니다. 배송이 오래 걸린다하여 이사일 계산해서 주문했더니 이틀만에 도착해서 지금 빈집에 덩그러니 놓여 있습니다.,mega****,21.03.19.,1,매트리스,침실가구
,,,,,,,
28,5,배송기사분도 친절하고 제품또한 아주만족할만한 상품이었습니다 다른 사람에게도 추천할만 하네요,gilc****,21.03.26.,1,매트리스,침실가구
,,,,,,,
29,1,"저만 이렇게 허리가 아픈가요
이 매트리에서만 자고 나면 허리가 담이 결린것마냥 움직이지를 못하겠네요 평이 좋아서 구매했는데
저만 이런가요?",mshi****,21.03.20.,1,매트리스,침실가구
,,,,,,,
30,3,겉시트가 매끄러워요.,kjlo****,21.03.17.,1,매트리스,침실가구
,,,,,,,
31,5,침대프레임에 올리니 너무좋네요,fido****,21.04.03.,1,매트리스,침실가구
,,,,,,,
32,5,배송 10일 넘길거라고 생각했는데 그보다 더 빨리왔어요. 엄마혼자 계실때 받았는데 혼자서 힘들어하니까 기사님이 친절하게 도와주셨데요. 매트리스 적당히 단단해서 편합니다,k695****,21.03.13.,1,매트리스,침실가구
,,,,,,,
33,5,푹신하니 좋아요 배송은 그렇게빠르지않았지만 주문폭주라 그런거기에 이해합니다 저렴하게 잘구매한것같아요 굳이비싼거 안써도좋네요,mm47****,21.02.20.,1,매트리스,침실가구
,,,,,,,
34,5,"저렴하게 정말 잘샀으요!!
꿀잠 자고 높기도 해서 더 좋아요
엄청 푹신한게 아니라서 잘 잡아주고 좋습니다",mini****,21.03.04.,1,매트리스,침실가구
,,,,,,,
35,5,호텔 매트리스같은 푹신한 걸 원했지만 막상 배송이 오고 누워보니 정말 편합니다,skur****,21.03.03.,1,매트리스,침실가구
,,,,,,,
36,4,가격대 비해 가성비가좋아요,eofl****,21.03.29.,1,매트리스,침실가구
,,,,,,,
37,3,가성비가 좋아요 !!!!!!,sall****,21.04.04.,1,매트리스,침실가구
,,,,,,,
38,5,한달동안잘사용하고있습니다,axia****,21.03.10.,1,매트리스,침실가구
,,,,,,,
39,4,아직 적응전이라 그런가 꿀잠자는건 아니지만 엄청 딱딱하지도 엄청 푹신하지도 않은 딱 중간인것같아요,yumi****,21.02.27.,1,매트리스,침실가구
,,,,,,,
40,5,좋네요~가격도저렴하고품질도좋은것같아요,bban****,21.03.18.,1,매트리스,침실가구
,,,,,,,
41,5,쿠션도좋고 저렴하게 구입잘한거같아요,yool****,21.03.03.,1,매트리스,침실가구
,,,,,,,
42,5,크기도 두사람 자는데 딱이고 너무 푹신해요~,korr****,21.03.05.,1,매트리스,침실가구
,,,,,,,
43,5,푹신푹신해서 좋습니다,dleh****,21.03.26.,1,매트리스,침실가구
,,,,,,,
44,4,퀸  싱글 나란히 붙여서 침대프레임없이 저상형으로 쓰고 있답니다. 허리도 편하고 가격대비 굿입니다,05ly****,21.02.14.,1,매트리스,침실가구
,,,,,,,
45,4,매트리스 폭풍검색하다가 허리가 편하다는 상품평을 보고 구매했어요  퀸  싱글 두개 구매해서 나란히 붙여서 사용하고 있답니다. 신랑님께서 허리가 편한가봅니다.,05ly****,21.02.14.,1,매트리스,침실가구
,,,,,,,
46,5,"전 중간 싸이즈 구매 했는데 느끼고 한건 더 큰걸 구매 할걸 하지만 
두명 정도 여유 있습니다 스프링도 괜찮고 시끄럽지 않아요 가격 대비 좋아요 그리고 택배비 비싸다 생각 하실수 있지만 직접 오시니 편하죠 
싸이즈 는 잘보고 구매 하시길 전 딱 맞는 싸이즈라 괜찮아요",qwea****,21.02.02.,1,매트리스,침실가구
,,,,,,,
47,4,"기존엔 그냥 스프링만 사용하였는데 
스프링위에 단단한 폼이 세팅된상품은 처음 사용해보네요~
스프링의비해 푹신한감 보다는 단단한느낌이 듭니다~ 나쁘다는것보다 적응의 시간이 필요할듯 해요ㅎ 어찌됫던 만족합니다!",jire****,21.02.10.,1,매트리스,침실가구
,,,,,,,
48,5,딱 제가 생각한 매트리스였어요.,tndl****,21.03.04.,1,매트리스,침실가구
,,,,,,,
49,5,집들이하시는 분들도 이거 엄청 비싼매트인줄 알아요 ㅎㅎ 가성비갑오브갑,rock****,21.02.20.,1,매트리스,침실가구
,,,,,,,
50,2,배송 시스템이 아쉬워요 네이버에 자동으로 배송이 시작됐다고 해서 금방 오겠지 했는데 일주일정도 더 걸렸고 배달해주시는 분이 퀸사이즈는 저희아파트 엘베에 안들어간다고 계단으로 올라가야하는데 추가비 내야한다고해서 정말 당황했어요 기존 쓰던 침대 퀸사이즈라 엘베이용해서 버렸다고 말씀드렸는데도 그거 싱글아니냐고  여튼 전화받고 내려갔는데 침대 차에서 막내리고 있는 상태였고 신랑이 내려가서 같이 엘베 타고 옮겨서 침대 배송 완료했습니다.,24ga****,21.02.16.,1,매트리스,침실가구
,,,,,,,
51,5,확실히 너무푹신하지도 너무딱딱하지도않아 푹 잡니다~~ 배달해주시는분도 친절하셨어요~~ 가성비 굿입니다????,joro****,21.02.16.,1,매트리스,침실가구
,,,,,,,
52,5,만족해요 하나더사서올려도될것같아요!,diau****,21.02.26.,1,매트리스,침실가구
,,,,,,,
53,5,"여자친구가 싱글침대를 쓰고있었는데  옆에 인형들도 많고 좁아보여서 하나 사줬어요~
진짜 딱 좋네요. 
가격도 매력있고  크기도 크고  푹신하고 여태까지 단점은 못찾겠고 너무 좋아요!
아.. 한가지 단점이 있네요. 원룸인데 너무 커서 여자친구가 항상 침대에 누워만 있게 된다는 점.. 푹신해서일까요?ㅎ 
추천합니다!",jsh3****,21.02.02.,1,매트리스,침실가구
,,,,,,,
54,4,저렴한 가격을 채감하지 못할 만큼 꽤 만족하며 쓰고 있습니다. 장기간 사용하면 어떨지 모르겠지만 한달이 다되어가는 지금 시점에서는 딱히 나쁜점을 잘 모르겠어요,fffa****,21.02.27.,1,매트리스,침실가구
,,,,,,,
55,5,신랑이잠을푹잔다고하네요허리아픈것도없대요,v100****,21.03.12.,1,매트리스,침실가구
,,,,,,,
56,5,배송도 빨랐고 적당한 쿠션감으로 잠자리로 아주 만족합니다. 지인분한테도 추천했습니다. 많이 파세요~~^^,leef****,21.02.13.,1,매트리스,침실가구
,,,,,,,
57,4,배송이 느린점이 있지만 가격대비 좋습니다,kals****,21.03.16.,1,매트리스,침실가구
,,,,,,,
58,5,진짜 가성비 쩔고 배송은 좀 걸렸으나 매트리스는 대박 사실 리뷰가 좋아도 걱정은 됫는데 막상 받아보니 완전 최고!!,rahe****,21.02.16.,1,매트리스,침실가구
,,,,,,,
59,5,허리도 안아프고 저한테 딱 좋은거같아요,xha1****,21.03.14.,1,매트리스,침실가구
,,,,,,,
60,4,"상품은 좋은데 배송관련문제는 있는 것 같아요 
상품이 안와서 2주 뒤에 문의 넣으니까 부직포가 없어서 상품을 못만들고 있다고 또 2주를 기다리라고... 배송조회도 전혀 확인이 안되고 뜬금없이 와있어다고할까 결론은 한달기다려서 받았어요 상품은 괜찮습니다 아쉬운점은 문제가 있어서 배송이 지연될시에는 미리 연락을 주시면 좋을것같어요
저같은 경우는 2주 기다린게 아까워서 더 기다려 받았지만 2주라는 시간은 꽤 긴 시간이니까요
그래도 상품은 좋으니 기다린 보람이 있네요",tmdr****,21.01.15.,1,매트리스,침실가구
,,,,,,,
61,4,배송도 빠르고 상품도 좋아요,khh9****,21.03.16.,1,매트리스,침실가구
,,,,,,,
62,5,오래기다린만큼 상품이 좋아 만족합니다,lsj7****,21.03.11.,1,매트리스,침실가구
,,,,,,,
63,5,세번째 구매입니다 여유있게 주문하고 기다리면 가성비 아주 좋은 매트리스가 옵니다 ^^,eunh****,21.02.14.,1,매트리스,침실가구
,,,,,,,
64,5,"저렴하게 잘 산거같아요..
잘 쓸께요",mh81****,21.02.18.,1,매트리스,침실가구
,,,,,,,
65,4,샵이 물류센터 혹은 제조팀과 잘 소통되지 않는 느낌입니다. 배송완료된지 한참 후 문의한 뒤에야 배송시작 알림을 해주시거나  일정을 모르시거나 하십니다. 배송비도 적혀있던 가격보다 더 청구하셨습니다. 선물용으로 하신다면 날짜에 맞춰 도착할 기대는 버리시는 편을 추천합니다. 침대 자체의 품질은 비싼거랑 다를바가 없습니다. 너무 편하고 잠도 잘 와요.,chae****,21.02.07.,1,매트리스,침실가구
,,,,,,,
66,5,배송문의시 친절한 응대와 제품은 보통2주정도 걸린다고 했는데 주문후 일주일정도 뒤에 수령했으며 매트리스가 푹신한 편은 아니지만 단단하게 잡아주어 허리가 좋지않은 사람에게 좋다는 지인 추천으로 구매했는데 왜 좋다고 한지 알것 같아요 정말 단단하게 잡아주는느낌 이예요 배송 및 기타문의시 친절하게 말씀해주셔서 감사했고 배송기사님도 친절했습니다.,wyyu****,20.12.29.,1,매트리스,침실가구
,,,,,,,
67,5,다른분들 리뷰보고 엄청 오래걸릴줄 알았는데 저는 주문하고 3일만에 받았어요~ 더블 주문했는데 퀸으로 와서 좀 당황했지만 교환하는것도 일이라 그냥 더 넓게 잘 사용중입니다  ???  적당히 단단하고 좋아요,only****,21.01.28.,1,매트리스,침실가구
,,,,,,,
68,5,얘전에 쓰던거라서 믿고구매했습니다 역시나 너무좋아요^^,chan****,21.03.08.,1,매트리스,침실가구
,,,,,,,
69,4,볼록볼록 튀어나온 라텍스가 저는 그렇게 신경쓰이지않아 괜찮았고 옆에서 움직여도 잘 느껴지지 않아서 꿀잠 잘 수있어 좋아요!,mjw1****,21.03.01.,1,매트리스,침실가구
,,,,,,,
70,5,"푹신하고 좋습니다 기대 이사미네요
그런데 배송은 최악 넘 느려요",hive****,21.01.28.,1,매트리스,침실가구
,,,,,,,
71,5,엄마 허리가 아파서 매트리스를 바꿨는데 적당히 푹신하고 좋아요,dpdz****,21.02.12.,1,매트리스,침실가구
,,,,,,,
72,4,남편이 편한 하대요  오늘 아기가 늦게 일어나네요 엄청 편한 한가봐요 ㅋㅋ,song****,21.02.08.,1,매트리스,침실가구
,,,,,,,
73,5,"딸아이 침대가 오래되서 
바꿨는데 좋아요
만족합니다",rlat****,21.03.06.,1,매트리스,침실가구
,,,,,,,
74,5,높지만 푹신하고 좋아요,0ops****,21.02.17.,1,매트리스,침실가구
,,,,,,,
75,2,"우선 배송이 진짜 너무 오래걸립니다... 
거의 같은날 다른곳에서 주문한 메트리스는 1주일안에 도착했는데 여기는 거의 3주걸렸습니다
그리고 울퉁불퉁한 맨 위쪽 메모리폼? 그부분이 얇고 울퉁불퉁한 감촉이 느껴져서 저한테는 별로인듯 합니다",ahj2****,21.01.27.,1,매트리스,침실가구
,,,,,,,
76,5,저렴한 가격에 정말 대만족입니다. 재구매각입니다.,gudr****,21.02.24.,1,매트리스,침실가구
,,,,,,,
77,5,가격 대비 괜찮아요 그냥 이가격에 괜찮아요,jhjh****,21.02.27.,1,매트리스,침실가구
,,,,,,,
78,5,남편이 만족했어요!!,tjtn****,21.03.08.,1,매트리스,침실가구
,,,,,,,
79,5,고급지네요 맘에 들어이,y1ea****,21.02.12.,1,매트리스,침실가구
,,,,,,,
80,5,기존에 쓰던 매트리스는 허리가 아파서 새로 구매했는데 안정감도 있고 너무 좋아요!!,tbzm****,21.02.02.,1,매트리스,침실가구
,,,,,,,
81,5,"생각보다 매트리스가 두꺼워서 더 좋았습니다
배송도 괜찮았구요",epso****,21.02.02.,1,매트리스,침실가구
,,,,,,,
82,4,생각했던것보다 더 괜찮은것같아요~ 대박,nigh****,21.03.02.,1,매트리스,침실가구
,,,,,,,
83,5,매트리스 넘모조코요 딱조코요,love****,21.02.27.,1,매트리스,침실가구
,,,,,,,
84,5,너무 푹신하거나 딱딱하면 불편한데 딱 적당하네요 정말. 매트리스 지퍼 열어봤더니 설명 그대로 맞았구요. 아이들 매트리스도 바꿔주려구요. 살짝 높은것도 좋네요.,813h****,21.01.21.,1,매트리스,침실가구
,,,,,,,
85,5,안푹신해서 좋아요 배송은 엄청느렸어요,dkhk****,21.02.02.,1,매트리스,침실가구
,,,,,,,
86,5,정말 푹신하고 좋네요 두꺼워요,rhkd****,21.03.02.,1,매트리스,침실가구
,,,,,,,
87,5,한달 사용해도 꺼짐이나 하자 없습니다.,kin_****,21.02.03.,1,매트리스,침실가구
,,,,,,,
88,5,생각보다 높이도 높고 튼튼합니다.,tk87****,21.02.06.,1,매트리스,침실가구
,,,,,,,
89,5,"생각보다 쿠션감이 좋아서 놀랐어요.
편하고 좋네요",prin****,21.02.19.,1,매트리스,침실가구
,,,,,,,
90,3,"생각보다 높은 높이에 놀랬습니다
뭐 몇일 쓰다보니 적응되어서 쓰기로 했습니다.
좀 딱딱한 느낌은 있네요",gues****,21.02.15.,1,매트리스,침실가구
,,,,,,,
91,5,높이도 좋고 가격대비 품질도 좋고 이전에 잘못 산 매트 20만원대에 비해 가성비가 장난이 아님...꿀잠 잘수있어 너무 좋습니다 ㅎㅎ,rock****,21.01.19.,1,매트리스,침실가구
,,,,,,,
92,3,애가  좋다고  하네요,dbst****,21.02.27.,1,매트리스,침실가구
,,,,,,,
93,5,"너무 푹신한것도 아니고 딱 적당히 폭신해서 
몸이 잘때 편안해요 너무 만족합니다 가성비 정말 좋아요",mini****,21.01.04.,1,매트리스,침실가구
,,,,,,,
94,5,"가격에 비해 너무 좋으네요
부들부들하고
적당히 단단하고
최고~~",tjna****,21.02.17.,1,매트리스,침실가구
,,,,,,,
95,4,"너무 푹신하지도 않고 흔들림없이 탄탄해서 좋습니다
기존에 아이방에 쓰던 스프링매트가 불편하다고 해서 바꿔줬는데 가격대비 좋네요",kmk1****,21.01.21.,1,매트리스,침실가구
,,,,,,,
96,5,아주좋아요 아주좋아요,choi****,21.03.19.,1,매트리스,침실가구
,,,,,,,
97,4,배송이 오래 걸리긴했지만~ 제품 만족도는 좋아요^^,kyhy****,21.01.26.,1,매트리스,침실가구
,,,,,,,
98,5,좋은가격 편안합니다.,guts****,21.02.05.,1,매트리스,침실가구
,,,,,,,
99,5,가성비 상당하네요.좋아요,kbh7****,21.01.31.,1,매트리스,침실가구
,,,,,,,
100,5,적당히 딱딱하고 좋습니다 ㅎ,anmt****,21.02.23.,1,매트리스,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,5,이때까지 타사 라텍스 사용했었는데 이번에 한번 바꿔보자하고 매트리스와 베개 다 바꿔봤는데 아주 좋은데요? 전엔 밀도 입방미터당 97짜리 사용해서 약간 딱딱한감이 있었는데 80짜리 사용해보니까 전 이게 맞는 것 같아요! 완전 푹 꺼지지도 않아서 허리도 안아프고 아주 좋습니다. 15cm 짜리 구입할 껄 그랬습니다. 다음번에도 80짜리 파시면 15짜리로 구매해봐야겠습니다!,mrli****,21.03.23.,2,매트리스,침실가구
,,,,,,,
2,5,"델라텍스만 재구매 여러번했던 사람입니다
버리기 아까워서 기존 제품을 아래로 깔고 위에 새제품으로 2단해서 쓰고있는데 너무 푹신하고 좋네요",nara****,21.04.03.,2,매트리스,침실가구
,,,,,,,
3,5,"3번째 구입합니다. 구매 사이트는 달라도 제품은 델라텍스죠~
 이번엔 부모님 사드려요 ~
누워 있는데 참편했다고~ㅋ 데굴데굴 굴러도 편하다고~ㅋ
최소 7.5센티는 되어야 바닥에 깔고 사용해도 괜찮아요~",jyy1****,21.04.04.,2,매트리스,침실가구
,,,,,,,
4,5,몇년째 델라텍스만 쓰고있어요 너무 좋아요,cjdf****,21.03.29.,2,매트리스,침실가구
,,,,,,,
5,5,"좋아요 한달넘게 쓰고잇는데 신혼때 태국서산
라텍스랑 별차이를 모르겟네요
괜히 비싼돈주고 태국서삿다구 후회됨요",memo****,21.03.09.,2,매트리스,침실가구
,,,,,,,
6,5,"아직까진꺼짐이심한곳은없네요
살만한거같아요",lee_****,21.03.17.,2,매트리스,침실가구
,,,,,,,
7,5,"두툼하고 커버도 이쁘고 부드럽네요
무거운 만큼 쿠션감도 좋습니다
방수커버 사은품도 좋습니다",gees****,21.02.24.,2,매트리스,침실가구
,,,,,,,
8,4,5년전에도 샀는데 동생이 원룸구해서 또 구입했어요,t102****,21.03.04.,2,매트리스,침실가구
,,,,,,,
9,5,"너무 푹신한 것도 아니고 적당한 쿠션감 있어요.
베개도 같이 주문했는데 만족해요",terr****,21.02.18.,2,매트리스,침실가구
,,,,,,,
10,5,방바닥에 깔고 자는데 좋아요,leey****,21.03.13.,2,매트리스,침실가구
,,,,,,,
11,5,"돌침대 위에
 5쎈티자리 7년쓰고 7 5센티로
재구매 했어요
넘 좋아서 꿀잠 자요
좋은 라텍스 감사합니다~~^^",kcs1****,21.02.21.,2,매트리스,침실가구
,,,,,,,
12,4,"쓰던 라텍스를 버리고 나니
도저히 잠을 못자 구매했어요.
사용 첫날 간만에 꿀잠 잣다능요.
한달 써보고 후기 올리겠슴다",jeun****,21.02.17.,2,매트리스,침실가구
,,,,,,,
13,4,델라텍스 좋습니다 냄새도 많이 안나요,juic****,21.02.20.,2,매트리스,침실가구
,,,,,,,
14,5,아직더써봐야존건지나쁜지알거가테요,lee_****,21.02.01.,2,매트리스,침실가구
,,,,,,,
15,5,생각한거보다 훨씬 더 좋아요 어머니께도 드리려고 하나 더 구매했습니다. 라텍스 베개도 정말 너무 편하네요,fsma****,21.01.17.,2,매트리스,침실가구
,,,,,,,
16,5,두번째 구매예요. 냄새없고 푹신하고 잘쓰고 있습니다.,sora****,21.02.06.,2,매트리스,침실가구
,,,,,,,
17,4,"가격대비 만족하나 지금은 숨이 조금 죽은거같아요.
개인적으로 조금 더 탄탄한걸 고를걸 그랬습니다
그리고 미끄럼 방지가 있어도 미끌거려서 벨로아 부분로 깔아놓으니 안미끌어지네요.",ksli****,20.12.30.,2,매트리스,침실가구
,,,,,,,
18,5,"신혼여행때 태국가서 사온 바가지쓴 라텍스랑
비슷하네요 만족합니다
후기에 냄새난다는분이 계셔서 걱정햇는데
저희는 막 코라 그런가 괜찮네요
방수커버도 사은품으로 와서 좋앗습니다
가격대비 좋다고 생각듭니다
번창하세요~",memo****,20.12.29.,2,매트리스,침실가구
,,,,,,,
19,3,이가격에  이정도면 나쁘진 않아요,hsyo****,21.02.03.,2,매트리스,침실가구
,,,,,,,
20,5,"몇년전에 코스트코에서 산 라텍스 쓰다가 바꿨는데
7센티라서 그런지 높이도 제법 있고 탄탄하고 아이가 좋다고 합니다",wynt****,20.12.31.,2,매트리스,침실가구
,,,,,,,
21,5,이번이 세번째 구매에요 침대매트보다 훨씬좋아요,namo****,21.01.15.,2,매트리스,침실가구
,,,,,,,
22,5,배송 엄청빠르네요 감사합니당,park****,21.01.23.,2,매트리스,침실가구
,,,,,,,
23,5,바닥에 자려고 샀어요. 추천받아 산건데 아주 만족합니다. ^^,jklo****,20.12.23.,2,매트리스,침실가구
,,,,,,,
24,4,쿠션이 넘 좋은게 나에게는 약간의 단점인것 같아요,leey****,21.01.17.,2,매트리스,침실가구
,,,,,,,
25,5,동생 선물로도 보내주고 저희집에서도 두개째 구매했어요. 잠을 편한게 잘 수 있어서 좋아요.,eve2****,20.12.13.,2,매트리스,침실가구
,,,,,,,
26,5,항상 믿고 구매하는 델라텍스입니다!,jsen****,20.12.26.,2,매트리스,침실가구
,,,,,,,
27,5,"적당한 쿠션과 부드러운 커버 깔끔한 패턴의 색상 모두 만족합니다
고민하며 주문했는데 잘 선택해씀니다
기사님 입주일 날짜도 맞추어 주셨어요 고민하시는 분들 요상품 강추합니다",heav****,20.12.07.,2,매트리스,침실가구
,,,,,,,
28,5,한달 사용해 본 결과 푹신하고 아주 좋습니다,mich****,21.01.07.,2,매트리스,침실가구
,,,,,,,
29,5,처음 사고 만족스러워서 두번째 삽니다. 빠르게 도착했음해서 이야기 했더니 택배박스에 빠르게 전달해달라는 메세지까지 붙였더군요 감동했습니다.,a310****,20.12.25.,2,매트리스,침실가구
,,,,,,,
30,3,잘쓰고있ㅇ요 !!!,tbtb****,21.01.12.,2,매트리스,침실가구
,,,,,,,
