review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
38,5,조아요 배송 하는 아저씨도. 친절하고.  제품도 만족해요. 거실한쪽. 코너에. 두니. 보기좋네요~~,wkru****,16.04.19.,5,부부테이블,침실가구
,,,,,,,
39,5,빠른배송 감사드립니다,snic****,16.04.29.,5,부부테이블,침실가구
,,,,,,,
40,5,가격대비. 괜찬아요,wkru****,16.04.19.,5,부부테이블,침실가구
,,,,,,,
41,4,"가성비 조아요 몸무게가 많이 나가는편인데도 의자가 튼튼합니다!
다만 앉을때 약간의 나뭇가시만 조심하시면 
오래 쓸것 같습니다^^",minh****,16.03.21.,5,부부테이블,침실가구
,,,,,,,
42,3,천연라탄이라 첨에 앉으니 약한감이 들던데 시간이 좀 지나니 괜찮아지네요..너무 겨벼운가 싶을 정도로 가벼원 여자가 들기에도 좋긴하네요,kimb****,16.03.12.,5,부부테이블,침실가구
,,,,,,,
43,5,앉으면 튼튼하지 않을까 걱정했는데..완전강추!!,minh****,16.03.21.,5,부부테이블,침실가구
,,,,,,,
44,3,걍  그럭저럭  가격만큼  합니다,lmh7****,16.03.09.,5,부부테이블,침실가구
,,,,,,,
45,5,"가게분위기가 사네요 이뻐요  가격대비 굳굳
가게에 손님들이 앉을 자리가 부족해서 갔는데 가게 분위기가 사네요 굳굳",taih****,16.01.27.,5,부부테이블,침실가구
,,,,,,,
46,4,이뽀요 거실 베란다에 놓았는데 집이 남향이라 볕이 잘들어서 흰색이 도두라지게 이쁘네요~~거기서 차한잔 하고싶네요~~,ysf4****,16.02.02.,5,부부테이블,침실가구
,,,,,,,
47,5,이쁘네요 가게분위기도 사는거같아요,taih****,16.01.27.,5,부부테이블,침실가구
,,,,,,,
48,5,거실 베란다가 환해요~,ysf4****,16.02.02.,5,부부테이블,침실가구
,,,,,,,
49,5,가격대비너무이뻐요^^,gmla****,16.01.29.,5,부부테이블,침실가구
,,,,,,,
50,5,배송도 빠르고 물건이 좋습니다,bigh****,16.01.14.,5,부부테이블,침실가구
,,,,,,,
51,5,사진과 같아요 ,reme****,15.02.07.,5,부부테이블,침실가구
,,,,,,,
52,5,"꼼꼼하게 잘 왔구요
상품도 가격대비 좋네요",jlee****,14.09.10.,5,부부테이블,침실가구
,,,,,,,
53,3,장인 정신이 부족한듯,jmle****,12.08.18.,5,부부테이블,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,3,"배송빠르고 제품도 이쁘고 다 좋았는데..
다리에 철가루 같은게 왕창 들어있어서
집이 엉망이 됐고
그걸 또 빼내는데 고생했네요.....",numo****,21.03.11.,7,부부테이블,침실가구
,,,,,,,
2,5,튼튼해요...차한잔 맥주한잔하기좋으네요~~^^,came****,20.05.09.,7,부부테이블,침실가구
,,,,,,,
3,3,의자색도 다르고 연락도없이 아저씨가 집앞에 그냥 놓고가서 많이 실망했었는데 그래도 전화하니 사과하고 빠른 처리해주긴 하셨어요,tipt****,18.12.29.,7,부부테이블,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,5,"고급스럽고 튼튼하네요^^ 경기도 수원시 권선구 권선동 한양아파트
 103동701호 박정환  010-5287-9571",mvio****,18.09.25.,9,부부테이블,침실가구
,,,,,,,
2,5,튼튼하고 고급스럽습니다^^,mvio****,18.09.25.,9,부부테이블,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,5,기대만큼은 아니지만 그런대로 괜찮은 것 같습니다... ,best****,16.09.08.,10,부부테이블,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,5,심플하고 예뻐요 이번에 모텔 오픈하는데 기대보다 견고하고 튼튼합니다 무게감도 있고,imsu****,19.05.03.,11,부부테이블,침실가구
,,,,,,,
review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
1,5,"본대로에요...
좋아요...",jang****,19.09.30.,16,부부테이블,침실가구
