review_no,star,review,customerId,reviewDate,pd_no,bedcate_no,category_no
,,,,,,,
6,5,"배송이 오래걸릴줄 알았는데 생각보다 빨리받아서 좋았습니다.설치기사님도 친절하게 설명해주시고 금세 뚝딱 만들어 설치해주셨어요~ 디자인이 예뻐서 선택했는데 역시나 실물로 보니 너무 만좁스럽습니다^^
원목이라 나무향이 은은히 나네요~~
견고하고 흔들림없이 튼튼하네요!!
매트리스 올리니 더더 만족스러워요~~
튼튼하고 예쁜 침대입니다^^",pret****,21.03.19.,0,침대,침실가구
,,,,,,,
7,5,"일단 디자인이 너무 이뻐요~튼튼하고 좋습니다~^^
다만 밑에 통판이 4장인데 딱안맞고 틈이 조금씩 있게 재단되었더라구요 메인사진을 자세히 보니 거기도 틈이 있긴하더라구요~ 그래도 상세페이지에 자세히 설명되어있었음 제품받았을때 당황하지않았을거같아요~~
가구 나무냄새는 조금나서 창문열어서 환기시켰어요~  나무자체가 튼튼해서 이가격에 좋은제품산거같아 기분이 좋네요~~
배송도 생각보다빨랐구요~  친철하시고 신속정확하게 설치해주셨습니다~^^",blue****,21.03.20.,0,침대,침실가구
,,,,,,,
8,5,"화면그대로에요 디자인 이쁘고 색상도  넘진하지도 연하지도 않고 이쁜 원목색깔이에요
 쏙 맘에 들어요 
통판깔판이라 삐걱대디도 않고 
튼튼한거같아요
설치기사님이 숙련도 있게 뚝딱 조립햊주고 가셨어요 친절하게도 발판에 스트커도 붙여주셨어요 예쁜 제품 넘 감사해요^^",g777****,21.03.08.,0,침대,침실가구
,,,,,,,
9,5,튼튼하고 가성비가 진짜 좋은제품입니다 고급원목원하시는분들은 안사셔도되지만 이가격에 이런퀄이라니 그냥 세컨침대로 사셔도 괜찮다고봅니다 진짜 엄청 좋아요 삐걱소리도안남 배송기사님 불친절하다고하지만 침대자체는 진짜 괜찮네요,mmaa****,21.03.31.,0,침대,침실가구
,,,,,,,
10,4,특별히 냄새도 나지 않고 생각보다 견고한거 같아요. 뒤척일때 한번씩 약간의 삐거커리는 소리가 간간히 나는거외엔... 사실 침대 몇달 써보고는 완전한 평가는 어려울듯하구요 가성비 괜찮은 상품인듯합니다,bonn****,21.04.06.,0,침대,침실가구
,,,,,,,
11,5,배송은 원래 7-10일 정도 걸린다고 하셔서 넉넉히 생각하고있었는데 일주일만에 와주셨습니다.디자인은 사진으로 봐도 너무 예뻤는데 실제로도 고급스러운 느낌이 나서 좋았습니다 원목프레임은 처음 사용해보는데 삐그덕 거리는거없이 잘 설치해주셨고 설치 후에 사진도 보내주셨습니다. 그리고 첫날에는 약간 새거냄새?가 났었는데 이틀정도 지나니까 냄새도 다 빠졌습니다. 매트리스가 고정되어있어서 이불 정리할때도 너무 편하네요. 많이 파시고 번창하세요!,okok****,21.04.05.,0,침대,침실가구
,,,,,,,
12,5,온라인 오프라인 폭풍  검색해서 디자인과 가성비  모두 고민해서 고른 침대인데 고민한 보람있네요.  침대프레임도 마감처리 잘되어있고 매트리스도 생각했던대로의 느낌입니다.  배송시  설치도 잘해주시고 대만족입니다,roci****,21.03.29.,0,침대,침실가구
,,,,,,,
13,5,3월28일날 주문했는데 4월1일 받았어요..배송도 빠르고 설치도 잘해주시고 무엇보다 원하던 프레임이라 너무 만족합니다..나무결이 매끄럽고 거칠지않아 좋아요..,kmyo****,21.04.01.,0,침대,침실가구
,,,,,,,
14,5,"30만원대에 이 퀄리티 ..
진짜 좋네요 
네이버 쇼핑을 이잡듯이 뒤진 보람이 있네요 
지지하는것도 갈비살이 아니라 두둑한 원목 판 네개로 되어있구요 
설치하자마자 원목향기(?) 피톤치드 향이 은은하게 퍼지네요 ㅋㅋ

설치기사님 너무 친절하게 잘 설치해주셨고
설치 전날 해피콜해주셨습니다 

주문하고 2주정도 걸린것같습니다  

사진이랑 다른게 1도 없고요 
오히려 생각했던것보다 너무 견고해서 기분이 좋네요 

주변에도 추천하고싶습니다 !!!",aron****,21.03.10.,0,침대,침실가구
,,,,,,,
15,4,깔끔하고 튼튼하고 좋네요 그런데 나무냄새가 많이 나서 전 3일정도 환기를 시켰어요 그러니 없어지네요 통판에 흔들림 소리도 없고 좋습니다,opth****,21.04.04.,0,침대,침실가구
,,,,,,,
16,5,"새벽 시간에 찍은 침대입니다. 고르고 골라  심사숙고하며 구입했는데 마음에 쏙 듭니다. 배송을 한참 기다렸지만  침대가 마음에 들어서 이 정도야 너끈히 기다릴만 하네요 ㅋㅋㅋ
디자인이 마음에 들어 구입했는데  실제로 받아서 보니 디테일한 마감이 너무 고급스럽고 단아해요. 나무의 매력도 살아 있으면서 부드럽고 단단한 느낌도 아주 좋습니다. 특히 다리 쪽 디자인이 너무 마음에 들어요! 이 가격에 좋은 침대 구입할 수 있어서 감사하네요 :)",jeje****,21.02.08.,0,침대,침실가구
,,,,,,,
17,4,다좋은데..색이진하네요ㅜ오크색인줄알았는데요.어쩔수없죠ㅜ침대는견고하고소리안나고튼튼해요.배송전미리연락은없고요.,acti****,21.03.30.,0,침대,침실가구
,,,,,,,
18,5,"디자인에서 높은 점수을 주고 싶고  배송도 만족스럽습니다. 마감은 수제공방보다는 아무래도 못한 편입니다. 바니쉬를 손수 작업한 것보다는 어느정도 공장작업한 느낌이 듭니다. 하지만  수공작업으로 했다면  가격이 적어도 2배는 더 하겠지요. 어느정도 절충한 버전이라고 생각하면 더할 나위없는 선택지입니다. 

감사합니다.",fill****,21.03.25.,0,침대,침실가구
,,,,,,,
19,5,높이도 적당하고  색상도 화면과 같고 튼튼해요~!! 무게감이 있어서 매트리스를 무거운걸 올려도 안전해요 ㅎㅎ 기사님도 친절하시구  빨리 조립해주셨어요~ 이 가격에 진짜 만족합니다.,xhfl****,21.03.27.,0,침대,침실가구
,,,,,,,
20,5,"사진과 비슷한 톤이라서 너무 만족스러웠습니다.
기사님도 오셔서 뚝딱 금방 설치해주시고
사용한지 일주일정도 됐는데 견고하고 튼튼합니다.

구매에 후회는 없네요 :)

잘사용하겠습니다.",hurk****,21.03.30.,0,침대,침실가구
,,,,,,,
21,5,배송기사님이 오셔서 착착 조립을 깔끔하게 해주셨습니다. 무게감도 있고 견고하여 생각보다 더 만족 스럽습니다. 에이스 슈퍼싱글 매트리스도 꼭 맞고 아주 대만족입니다.,dgsl****,21.04.02.,0,침대,침실가구
,,,,,,,
22,2,"몆개월전 아이방 수퍼싱글을 구매하여 생각보다 튼튼하고 괜찮은것 같아서 퀸 사이즈도 주문하게 됐어요. 그런데  오늘 받은 퀸 사이즈는 수퍼싱글보다 훨씬 부실한 느낌이에요. 중간다리도 바닥에서 떠있고 통판도 왼쪽은 사이가 남고 오른쪽 위쪽 두장은 꼭 붙어 결착이 되네요. 
더구나 오늘 오신 기사님은 아침 8시에 온다고 이틀전 전화와서 그시간에 기다리고 있었는데 1시간이나 늦게 오셔서는 미안하단 말씀도 없고 중간 다리설치할때 해드쪽과 아래쪽 양쪽 모두를 피스를 안박아놓고 가셨네요. 
남편이 퇴근후 어쩌다 가장자리 올라가보고 소리나서(기사님은 설치후 중간부분만 올라가서 확인함) 발견했네요. 남편이 위아래 두장 해쳬후 집에 남는 피스찾아 다시 결합했어요ㅠ 나무도 안보이는 부분 한쪽은 시꺼멓게 곰팡이가 난걸 사용 했더라구요. 다리 한쪽은 살짝 틈이벌어졌구요. 
쓰는데 큰 하자는 없다해도 찜찜하고 기분 안좋네요. 아이가 쓰고 있는 수퍼싱글은 전부 깨끗하고 각도도 다 딱맞았는데 그래서 더 실망이에요. 나중에 A/S나 잘 되면 좋겠어요.",run2****,21.01.07.,0,침대,침실가구
,,,,,,,
23,5,"몇일에 걸쳐서 찾아보고 고민하고 고른 보람있게 너무 이쁘고 마음에 들어요. 매트리스 사면서 살짝 걱정했었는데 걱정과는 달리 적당히 푹신하고 단단한게 좋습니다!
배송은 일주일정도 걸렸구요 배송설치기사님이 너무 친절하셔서 더 기분좋게 받았네요!",nowj****,21.03.20.,0,침대,침실가구
,,,,,,,
24,5,"집을 리모델링하고 시간이 지나도
괜찮은 원목침대를 계속 찾다가
예산에도 맞고  질좋은 침대를
찾아서 상품평도 좋다고해서 주문을 했는데
기대 이상 입니다~~

침대프레임도 튼튼하고
갈비살이아닌 통원목에 소리도 나지않고
나무색도 진하지않게 딱 이쁘게 
보여서 맘에 들었어요

냄새 난다는 글이 있던데
저는 괜찮았구요
설치해주신 기사님이 친절하게
위치도 잘 잡아주셔서
좋게 배치를 잘 잡았습니다~~

퀸하고 슈퍼싱글 나란히 두었구요
침대프레임은 첫번째걸로 했는데
하드와 소프트 중간인듯한 느낌인데
잠도 잘오고 딱 좋습니다~

100만 안에 이렇게 좋은침대를
2개나 구매할수있어서
좋았습니다~^^",redp****,21.02.21.,0,침대,침실가구
,,,,,,,
25,5,"디자인 무난하면서 세련됐고 견고합니다.
 삐걱거릴까봐 걱정했는데 그런것 전혀 없구요 
첨엔 새가구 냄새 조금 나는듯 했지만 이틀 정도 지나니 사라지네요..
매우 만족합니다",winn****,21.03.26.,0,침대,침실가구
,,,,,,,
26,5,제가 기존에 가지고 있던 매트리스와 딱 맞아서 좋아요. 가구를 새로 사다보면 특유의 가구 냄새가 날때가 있는데 이 프레임은 냄새가 안나서 더 좋은 것 같아요.(이 점이 가장 마음에 들었습니다.) 오히려 은은한 나무 냄새가 나서 잠잘 때 정말 편안했어요. 가구의 기능이 제댜로 적용된 경우랄까...? 아직 오래 사용하진 않았으나 가구에서 삐걱대는 소리도 안나고 튼튼한 것 같아서 아주 좋습니다. 가격대비 좋은 것 같은 가성비 제품이라기보단 그냥 좋아요ㅎ 프레임치곤 저렴한 가격에 좋은 제품 잘 산 것 같아서 만족합니다.,sohe****,21.03.02.,0,침대,침실가구
,,,,,,,
27,5,디자인이 너무 좋고 아주 튼튼해요. 설치도 잘 해주셔서 좋아요,gmle****,21.04.07.,0,침대,침실가구
,,,,,,,
28,5,진짜 이뻐요 고급스럽고 너무만족ㅎㅑ요 친절하셔서 더 만족 침대는 좀 더 경험해볼게요 트ㄴ튼한것같아요 솔직히 너무 이뻐서 기분이 째져요 굿굿 많이파세요 다들 한번씩 꼭 경험해보세요 정말,tofh****,21.04.03.,0,침대,침실가구
,,,,,,,
29,5,방에 들어올 때마다 나무 냄새가 정말 좋아요. 삐그덕대는 잡음은 전혀 없고 견고합니다. 최고....!!!,hezz****,21.04.03.,0,침대,침실가구
,,,,,,,
30,5,"색상이 사진보다 예쁩니다.
침대커버 색상에 맞춰서 주문중인데.이불까지 다 맞추면 예쁠듯하네요",tldj****,21.04.01.,0,침대,침실가구
,,,,,,,
31,4,"깔판이 갈비살이 아니 통판이라 안정감이 있어 좋앟어요~원목칼라도 좀 밝으면 어쩌나 걱정했는데 사진과
같아 더 고급스럽네요~
아직은 사용전이라 사용후기는 나중에 기회되면
올릴께요^^",oliv****,21.03.24.,0,침대,침실가구
,,,,,,,
32,5,쓰면 쓸수록 만족도가 더 높아지네요?? 나뭇결이 고급스럽고 세련되서 질리지도 않구요. 침구 디자인도 여러 종류 모두 다 잘 어울려요. 그리고 단단하고 견고한 느낌이 쓰면서 더 느껴져요?? 집에 놀러온 친구들이 다 부러워하고 브랜드 물어보고 갔네요 ㅋㅋㅋ,jeje****,21.03.06.,0,침대,침실가구
,,,,,,,
33,5,"지역은 대구인데 딱 3주 걸린 것 같아요
배송기사님이 엄청 친절하시네요ㅎㅎ
진짜..침대치고 저렴한 편인데 싼티 하나도 안나고 너무 예뻐요!!ㅠㅠ????강추입니다!!
매트리스랑 커버 미리 주문해놔서 설치되자마자 씌웠어요!!",ehdd****,21.03.20.,0,침대,침실가구
,,,,,,,
34,5,리뷰들을 보고 구매했는데 배송도 그리 늦지 않았고  보는대로 너무 너무 견고하고 튼튼해서 대만족입니다. ^^ 전 침대는 수납장이 달려서 공간활용면에선 좋았는데 삐걱거려서 핀란디아 마틴원목침대를 구매했는데 대만족입니다. ^^,yose****,21.03.21.,0,침대,침실가구
,,,,,,,
35,5,"배송 기사님이 친절 하셔서 좋았구요 
프레임 설치까지 깔끔하게 잘해주셨어요.
침대 가격에 비해 튼튼하고 원목 색상도 고급져보이네요. 
질리지않고 튼튼하게 오래 쓸 수 있을것 같아요",la-j****,21.03.16.,0,침대,침실가구
,,,,,,,
36,5,친절하신 설치  배송 기사님이 튼튼하게 조립해 주셨어요. 기대보다 훌륭한 제품입니다. 너무 맘에 들어요!!,daka****,21.03.30.,0,침대,침실가구
,,,,,,,
37,4,가격이 너무 저렴해서 품질이 좀 떨어질까 걱정 많았는데 예쁘고 튼튼하니 좋네요,mmws****,21.04.01.,0,침대,침실가구
,,,,,,,
38,5,"나무도 견고하고 화면으로 봤을 때와 똑같아요~
냄새가 좀 나서 환기하며 냄새 빼고 있습니다~",zzin****,21.03.28.,0,침대,침실가구
,,,,,,,
39,5,"튼튼하고 좋아요
실물이 더 고급진 느낌이에요",1224****,21.03.27.,0,침대,침실가구
,,,,,,,
40,5,3주정도 사용중인데 무척!! 만족합니다!>< 삐걱거리는 소리 없고 꽤 견고해요! 처음에 수납형침대로 살까 했는데 이거산게 너무 잘한 선택같습니다! 집 하자문제로 배송 조금 늦췄는데 기사님이 친절하게 응대해주셨어요! 짱 만족합니다!????,sb80****,21.03.15.,0,침대,침실가구
,,,,,,,
41,5,서울지역이고 이사당일까지 한 일주일 남짓 남겨놓고 급하게 문의드렸는데 딱 맞춰서 지정배송해주셨어요 :) 견고하고 넘 예뻐요????????,jsae****,21.03.23.,0,침대,침실가구
,,,,,,,
42,5,침대 헤드에 반해 주문했는데  실물도 예쁘고 튼튼해서 좋네요^^,ha83****,21.03.29.,0,침대,침실가구
,,,,,,,
43,5,후기가 별로인것도 있던데 저는 만족스러워요. 설치후 삐걱거림도 없고 통판이라 약하다는 느낌도 없어요. 남편이 무게가 좀 나가는편인데 전혀 불편함 없이 지냅니다. 이불도 어떤느낌이랑도 잘 어울려 좋아요. 잔꽃무늬 침구를 쓰다 지금은 무채색 체크로 바꿨는데 둘다 잘어울리고 주변 가구와도 자연스러워요~가성비 훌륭하다 생각됩니다^^,belo****,21.03.01.,0,침대,침실가구
,,,,,,,
44,5,"큰아이 침대도 핀란디아에서 사고 막내 침대도 여기서 구입했습니다. 커서도 쭉 사용할수있게 가드만 달아주었네요 튼튼하고 좋아요
다만 2/1결제하고 2/24일날 받았어요
지방이라 그런건지 모르겠지만 처음부터 3주정도 걸릴거라고 미리 공지해주셨음 기다리지 않았을거같아요 중간에 몇번 확인전화를 해봤어요.그점은 좀 아쉽네요.",aino****,21.03.04.,0,침대,침실가구
,,,,,,,
45,5,마음에 들어요 예쁘고 튼튼합니다,artb****,21.03.23.,0,침대,침실가구
,,,,,,,
46,5,"예쁘고 사진이랑 똑같아요. 매트리스도 쏙 잘 들어가네요. 다만 설치하고 나무에 칠한 스테인냄새가 심해서 환기를 좀 시켜야했어요.
만족합니다.!",wony****,21.03.10.,0,침대,침실가구
,,,,,,,
47,5,한개 써보고 맘에들어 두개 더 주문했습니다. 퀸사이즈는 정말 예쁘네요. 엄마가 어디서 샀냐고 물어보십니다 가성비 좋다구요.,mch5****,21.03.14.,0,침대,침실가구
,,,,,,,
48,5,일단 기사님 친절하시고  금방 설치 해주시네요 색상 다자인 맘에 들어요 추천합니다,ohs8****,21.03.20.,0,침대,침실가구
,,,,,,,
49,4,"저렴한데 튼튼하고 예쁘기까지..
아주 잘산거같아요",mmws****,21.04.01.,0,침대,침실가구
,,,,,,,
50,5,선물로 해줬는데 맘에 든다고 하네요!!! 배송도 생각보다 빨리 왔어요~~,boru****,21.03.28.,0,침대,침실가구
,,,,,,,
51,5,"실물이 더 고급스러워요.
크기도 적당하고 가성비 좋습니다.
만족합니다.",kjs0****,21.03.21.,0,침대,침실가구
,,,,,,,
52,5,배송일자 미리  연락주시고 친절하게 잘 설치해주셨습니다!! 화이트로 가득한 방에 이쁘게 잘 사용하고 있습니다~~,kusu****,21.03.21.,0,침대,침실가구
,,,,,,,
53,4,기사님 친절하게 설치해주시고..생각보다 많이 견고하고 예쁩니다~~,gumh****,21.04.01.,0,침대,침실가구
,,,,,,,
54,5,단단하고 냄새안나고 고급지게 좋습니다 강추강추,maye****,21.04.01.,0,침대,침실가구
,,,,,,,
55,5,기사님도 친절하시고 설치시 가루날림도 거의 없어요ㅎ튼튼하고 너무만족스럽습니다~^^저희 엄마도 이쁘다고 좋다하시네요,sock****,21.03.18.,0,침대,침실가구
,,,,,,,
56,4,가격대비 만족합니다. 튼튼하고 좋아요,clsr****,21.03.03.,0,침대,침실가구
,,,,,,,
57,5,맘에들어요.~튼튼한거같아요~빨리 배송해주셔서 너무 감사해요~~~^^,haze****,21.03.28.,0,침대,침실가구
,,,,,,,
58,5,생각보다 튼튼하고 마감 좋습니다. 기사님도 엄청 친절하십니다.,dw50****,21.03.22.,0,침대,침실가구
,,,,,,,
59,5,설치도 잘해주시고 무엇보다 나무가 약해보이지 않아서 좋아요 ^^ 디자인은 말할것도 없구요 ㅎㅎ,basa****,21.03.19.,0,침대,침실가구
,,,,,,,
60,5,"원목제품을 좋아해서 고르고고르다 리뷰도 괜찮고 깔끔해서 주문했습니다.
제품도 맘에들고 배송도빠르고 굿입니다~",pret****,21.03.17.,0,침대,침실가구
,,,,,,,
61,5,프레임 정말 예뻐요 ㅠㅠ 원목프레임 찾고있던 중에 후기 가장 좋았던 것 같아서 구매했습니다~ 배송도 친절하기규 설치도 빠르게 해주셨어요!! 튼튼히 오래 쓰고싶내용!!,gusd****,21.03.09.,0,침대,침실가구
,,,,,,,
62,5,"2주좀 안되어서 배송받았어요
배송/설치 해주시는분이 일정잡을때는 친절하고  설치할때는 꼼꼼하고 튼튼하게 설치해주셔서 좋았어요",pmh2****,21.03.23.,0,침대,침실가구
,,,,,,,
63,5,너무 좋아요! 색도 예쁘고 튼튼해요!! 한달 잘 쓰고 있어용~,ang_****,21.03.22.,0,침대,침실가구
,,,,,,,
64,5,"튼튼하고 디자인도 생각했던 만큼 이쁘네요~가구 냄새도 없고 혹시나 먼지 닥았는데 먼지도 거의 없이 깨끗하고 정말 잘 산거 같아요~
설지하신 분이 저희 층수가 좀 있어서 고생하셨어요^^;설치도 잘 해주시고~잘 쓰겠습니다.",yunm****,21.03.04.,0,침대,침실가구
,,,,,,,
65,5,"다리달린 침대이고 상판이 갈비살아닌걸 찾다가 주문했어요. 
다행이 튼튼하구요. 바닥청소 가능해서 좋아요. 
설치때 남편이 있었는데 기사분이 친절하게 배송해주셨다고하네요.",hent****,21.03.03.,0,침대,침실가구
,,,,,,,
66,5,"디자인도 너무 예쁨니다~
퀸이랑 슈퍼싱글 두개 구매했어요
신중하게 리뷰도 보고 골랐는데 역시 튼튼하네요^^
집이 층수도 있고 두개를 주문해서 설치하시는 분이 혼자 다 하시느라...힘드셨어요 너무 죄송하고 감사했어요.
설치도 너무 잘 해주시고 맘에 쏙 듭니다~~^^",yunm****,21.03.04.,0,침대,침실가구
,,,,,,,
67,5,배송은 10일정도 걸렸고 나무가 생각보다더 견고해요~ 삐걱거리는 소리도 전혀 없고 디자인도 예쁘고 만족스러워요~ 수리기사님도 한 10분만에 뚝딱뚝딱 조립해주고 가셔서 설치도 빨랐어요! 다만 배송이 늦을거는 어느정도 예상했는데 문의해도 정확히 알려주는 시스템이 없어서 그게 좀 아쉬웠어요~ 전날 연락이 온다지만 가구 특성상 집에 누군가가 남아있어야하고 문을 열어줘야하기때문에 가구 배송올때까지 약속을 잡거나 어디 가기가 좀 힘들다는점 ㅠ 차라리 배송일정을 대충 몇일쯤 (ex3/4~8일쯤) 간다고 미리 통보하는 시스템을 바라는건 무리겠죠?,kimt****,21.03.07.,0,침대,침실가구
,,,,,,,
68,5,디자인도 예쁘고 제품도 견고해요,nail****,21.03.29.,0,침대,침실가구
,,,,,,,
69,4,튼튼하고 좋습니다. 두번째 구매예요,clsr****,21.03.02.,0,침대,침실가구
,,,,,,,
70,5,"생각했던것처럼 예쁘고 견고해서 너무 마음에 듭니다. 
배송기사님도 친절하게 잘 설치해 주셨습니다.",sang****,21.03.20.,0,침대,침실가구
,,,,,,,
71,4,안방에 두니 이쁜긴하나 로봇청소기 돌릴시 침대아래 들어가면 안된다고 해서 ㅜ 아쉽네요,fame****,21.03.21.,0,침대,침실가구
,,,,,,,
72,5,침대가 튼튼한 편이고 특히 나무색이 마음에 들어요,kili****,21.03.20.,0,침대,침실가구
,,,,,,,
73,2,"프레임탄탄하지 않고 움직입니다.
매트리스 설치직원이 포장지 뜯은 이후 앉아보라했고 너무 꺼진다하였으나 보통 이제품 많이 쓴다고 출발하시는 기사 붙잡고 가져가시라 하였으나 인터넷으로 반품가능하다해서 해당 직원 전화하였으나 원래 그런제품이며 21만원이 더 든다고 로봇 같은 대화하였습니다. 본인이 뜯은 제품이 아닌데 소비자 귀책이라 비용이 나오는것에 이해 힘들었으며 한참뒤 포기하고  사용  중에 고객센터 연락하면 된다는 답변에 기가 찹니다.",miru****,21.03.10.,0,침대,침실가구
,,,,,,,
74,4,좋아요 사진 그대로구요 다만 배송연락이 좀 늦더라구요 미리 스케줄 연락이 오면 안심할텐데 계속 기다리고 문의하고 그랬어요,dong****,21.04.02.,0,침대,침실가구
,,,,,,,
75,5,"원목이라 분위기가 좋아요
매트리스도 에이* 같이 비싼 매트리스 만큼은 못하지만 절대 싸구려 급은 아니고 좋네요
설치도 친절하게 잘 해주시네요",ggaa****,21.04.04.,0,침대,침실가구
,,,,,,,
76,4,"원하는 날에 맞추어서 딱 배송받았어요
상품 설치도 방 배치에 맞게 뚝딱해주시고 계속 써보니 푹신하고 아이들도 침대에서 잘자요 매일 편안히 잠잘수있어 너무 좋아요 감사합니다.",kwak****,21.03.28.,0,침대,침실가구
,,,,,,,
77,5,일단 견고합니다 원목도 이쁘구요~^^,hihi****,21.03.29.,0,침대,침실가구
,,,,,,,
78,5,예뻐요~~~  좋은가격에 잘 받았습니당,hjhj****,21.03.17.,0,침대,침실가구
,,,,,,,
79,5,다리밑 보조다리가 조금 부실하지만 아들혼자 쓰기에는 매우 넓고 좋음,mida****,21.03.22.,0,침대,침실가구
,,,,,,,
80,5,더 사용해봐야 하지만 생각보다 견고합니다.  프레임을 하고 사용하니 메트리스 사용감도 더 좋아요,kino****,21.04.02.,0,침대,침실가구
,,,,,,,
81,5,배송빠르고 친절하세요 감사합니다,whit****,21.03.26.,0,침대,침실가구
,,,,,,,
82,5,"만족도가 매우 높습니다 : )
번창하세요!!!!",kjs9****,21.02.19.,0,침대,침실가구
,,,,,,,
83,5,배송도 빨랐고 침대도 튼튼하니 좋아요,abcd****,21.03.25.,0,침대,침실가구
,,,,,,,
84,5,색상도 사진과 똑같고 무게감 높이 좋구 배송도 빠르게 와서 설치도 잘해주셨습니다,hama****,21.03.15.,0,침대,침실가구
,,,,,,,
85,5,"고딩 아들 침대인데 완전 튼튼해요
냄새도 별로 없고 탄탄한느낌!!!",forz****,21.03.15.,0,침대,침실가구
,,,,,,,
86,5,"1월30일주문하고 2월17일받았습니다 지방이라는점 감안하고 설연휴 감안하면 빨리 받은편입니다 배송문의계속 드렸는데 답변 잘해주셨어요 배송기사님 배송전날 전화로 시간얘기해주시고 친절했습니다 
사진보다 실제로 실물이 더 이쁘고 마음에 들어요 가격대비 너무 만족합니다",happ****,21.02.20.,0,침대,침실가구
,,,,,,,
87,4,"선물로 주문한건데 2주이상 예상하고 있었는데 배송 3일만인가 왔고요 기사님 
전화로 친절하게 미리 연락 주시고 
설치까지 너무 좋아요 !!",mhj4****,21.03.28.,0,침대,침실가구
,,,,,,,
88,5,"이쁘고 생각보다 견고해요~
잘선택 한거 같아요~",hihi****,21.03.19.,0,침대,침실가구
,,,,,,,
89,5,사진과 실제 수령후 제품이 동일하고 저렴하지만 만듬새는 좋아보입니다.,nado****,21.03.18.,0,침대,침실가구
,,,,,,,
90,5,이쁘고 튼튼합니다.,sumi****,21.03.25.,0,침대,침실가구
,,,,,,,
91,5,★견고함 : 나무라는 가벼운 느낌 없이 정말 튼튼하고 견고함. ★디자인 : 여느 원목침대보다 고급시러움  특별히 머리받침 양쪽끝 두 기둥이 차별화된 디자인이라 생각됨. ★냄새 : 며칠 냄새가 남.. 향나무 처럼 좋은 향은 아님 ★바닥 : (개인적으로 단점이라 생각됨. 하지만 방법은 있음) 바닥판이 세 쪽으로 나뉘어 틈새를 두며 시공됨.. 사진처럼 네 쪽은 아님. 머리와 다리쪽에 틈새가 있게 시공해주심....그래서  프레임과 매트리스가 딱 맞지 않는다면 뭘 떨어뜨렸을 때 침대 밑으로 손을 넣어야 하는 번거로움이 발생할 수 있음... 머리와 다리쪽 바닥 판은 프레임에 딱 붙여 시공요청하시면 좋을 듯...(이해가 되실까요..?),6487****,21.02.02.,0,침대,침실가구
,,,,,,,
92,5,견고하고 아주 만족합니다,cat1****,21.03.24.,0,침대,침실가구
,,,,,,,
93,4,"강원도 배송까지 1달 걸렸습니다 ㅠㅠ
오래걸려서 조금 아쉽네요
침대는 소리없이 견고해서 만족해요
다만 냄새 빼는데 며칠 걸리겠어요",sah0****,21.03.06.,0,침대,침실가구
,,,,,,,
94,4,"배송이 거의 한달걸려받았어요 상품은 화면과같이 이쁘고 튼튼해보여 맘에들어요
그런데 헤드부분에 나무 옹이?모양이 검고 진하게 들어가있어 조금 보기 거슬리네요ㅜ 뽑기잘못한듯..ㅜ
전체적으로는 괜찮아요~~",malj****,21.02.24.,0,침대,침실가구
,,,,,,,
95,5,"두번째 구매입니다. 튼튼하고 이쁘고 가걱도 저렴하고 너무 좋네요~~~
아들방입니다~~~♡",yes0****,21.03.03.,0,침대,침실가구
,,,,,,,
